1 2 3
4 36 6
4 37 3
4 38 4
4 39 4
4 40 4
4 41 4
4 42 3
4 43 6
4 44 4
4 45 4
4 46 6
4 47 5
4 48 3
4 49 5
4 50 3
4 51 2
4 52 2
4 53 2
4 54 3
4 55 3
4 56 2
4 57 2
4 58 2
4 59 2
4 60 3
4 61 1
4 62 1
4 63 3
4 64 1
4 65 2
4 66 3
4 67 1
4 68 2
4 69 2
4 70 1
4 71 2
4 72 2
4 73 2
4 74 2
4 75 2
4 76 3
4 77 2
4 78 2
4 79 1
4 80 1
4 81 1
4 82 2
4 83 3
4 84 2
4 85 1
4 86 2
4 87 1
4 88 2
4 89 3
4 90 1
4 91 1
4 92 1
4 93 3
4 94 1
4 95 1
4 96 3
4 97 2
4 98 2
4 99 3
4 100 1
5 6 3
5 7 3
5 8 5
5 9 4
5 10 6
5 11 4
5 12 5
5 13 4
5 14 6
5 15 3
5 16 4
5 17 4
5 18 6
5 19 6
5 20 4
5 21 3
5 22 6
5 23 6
5 24 3
5 25 5
5 26 6
5 27 5
5 28 4
5 29 4
5 30 3
5 31 6
5 32 5
5 33 4
5 34 3
5 35 6
5 36 5
5 37 3
5 38 4
5 39 4
5 40 5
5 41 5
5 42 3
5 43 5
5 44 6
5 45 4
5 46 6
5 47 4
5 48 5
5 49 4
5 50 3
5 51 2
5 52 3
5 53 2
5 54 1
5 55 2
5 56 3
5 57 3
5 58 1
5 59 1
5 60 2
5 61 1
5 62 2
5 63 1
5 64 2
5 65 3
5 66 3
5 67 1
5 68 3
5 69 3
5 70 2
5 71 3
5 72 2
5 73 1
5 74 3
5 75 3
5 76 2
5 77 2
5 78 1
5 79 1
5 80 2
5 81 2
5 82 3
5 83 2
5 84 1
5 85 3
5 86 3
5 87 2
5 88 2
5 89 3
5 90 1
5 91 1
5 92 2
5 93 1
5 94 2
5 95 2
5 96 3
5 97 1
5 98 2
5 99 3
5 100 2
6 7 6
6 8 4
6 9 5
6 10 5
6 11 4
6 12 5
6 13 3
6 14 6
6 15 3
6 16 3
6 17 5
6 18 5
6 19 3
6 20 5
6 21 6
6 22 4
6 23 3
6 24 3
6 25 5
6 26 3
6 27 6
6 28 5
6 29 4
6 30 5
6 31 3
6 32 6
6 33 4
6 34 4
6 35 6
6 36 6
6 37 4
6 38 3
6 39 3
6 40 4
6 41 4
6 42 4
6 43 6
6 44 5
6 45 3
6 46 5
6 47 4
6 48 5
6 49 3
6 50 4
6 51 3
6 52 1
6 53 1
6 54 3
6 55 1
6 56 2
6 57 1
6 58 3
6 59 3
6 60 2
6 61 2
6 62 1
6 63 1
6 64 1
6 65 2
6 66 3
6 67 1
6 68 1
6 69 2
6 70 1
6 71 3
6 72 3
6 73 1
6 74 2
6 75 3
6 76 1
6 77 1
6 78 3
6 79 1
6 80 3
6 81 1
6 82 3
6 83 2
6 84 1
6 85 1
6 86 2
6 87 1
6 88 1
6 89 3
6 90 1
6 91 1
6 92 2
6 93 2
6 94 1
6 95 1
6 96 3
6 97 2
6 98 2
6 99 2
6 100 3
7 8 4
7 9 4
7 10 5
7 11 3
7 12 5
7 13 3
7 14 3
7 15 3
7 16 6
7 17 6
7 18 5
7 19 6
7 20 5
7 21 6
7 22 3
7 23 4
7 24 6
7 25 5
7 26 5
7 27 6
7 28 4
7 29 3
7 30 6
7 31 3
7 32 6
7 33 4
7 34 6
7 35 5
7 36 3
7 37 5
7 38 5
7 39 3
7 40 3
7 41 4
7 42 6
7 43 6
7 44 3
7 45 3
7 46 3
7 47 3
7 48 6
7 49 5
7 50 4
7 51 3
7 52 3
7 53 2
7 54 3
7 55 2
7 56 2
7 57 2
7 58 2
7 59 1
7 60 2
7 61 3
7 62 3
7 63 3
7 64 1
7 65 1
7 66 1
7 67 1
7 68 1
7 69 1
7 70 1
7 71 2
7 72 3
7 73 2
7 74 3
7 75 1
7 76 1
7 77 3
7 78 1
7 79 1
7 80 3
7 81 1
7 82 3
7 83 2
7 84 2
7 85 1
7 86 1
7 87 2
7 88 3
7 89 1
7 90 1
7 91 2
7 92 2
7 93 3
7 94 1
7 95 3
7 96 3
7 97 2
7 98 1
7 99 1
7 100 3
8 9 5
8 10 4
8 11 5
8 12 5
8 13 5
8 14 5
8 15 4
8 16 6
8 17 6
8 18 5
8 19 3
8 20 3
8 21 5
8 22 6
8 23 3
8 24 4
8 25 6
8 26 4
8 27 6
8 28 4
8 29 6
8 30 6
8 31 6
8 32 3
8 33 5
8 34 5
8 35 3
8 36 3
8 37 6
8 38 3
8 39 4
8 40 3
8 41 3
8 42 4
8 43 5
8 44 3
8 45 5
8 46 5
8 47 5
8 48 6
8 49 6
8 50 6
8 51 3
8 52 1
8 53 3
8 54 2
8 55 2
8 56 1
8 57 2
8 58 1
8 59 2
8 60 3
8 61 1
8 62 3
8 63 2
8 64 2
8 65 2
8 66 2
8 67 1
8 68 1
8 69 1
8 70 1
8 71 2
8 72 2
8 73 2
8 74 2
8 75 2
8 76 3
8 77 2
8 78 2
8 79 1
8 80 1
8 81 3
8 82 2
8 83 2
8 84 3
8 85 1
8 86 3
8 87 3
8 88 3
8 89 3
8 90 3
8 91 2
8 92 2
8 93 2
8 94 1
8 95 2
8 96 1
8 97 3
8 98 2
8 99 3
8 100 2
9 10 3
9 11 3
9 12 6
9 13 4
9 14 4
9 15 5
9 16 5
9 17 3
9 18 3
9 19 5
9 20 5
9 21 6
9 22 6
9 23 6
9 24 4
9 25 4
9 26 5
9 27 6
9 28 3
9 29 3
9 30 3
9 31 5
9 32 4
9 33 4
9 34 3
9 35 5
9 36 3
9 37 4
9 38 5
9 39 5
9 40 4
9 41 3
9 42 3
9 43 6
9 44 4
9 45 4
9 46 4
9 47 3
9 48 3
9 49 3
9 50 4
9 51 2
9 52 3
9 53 1
9 54 2
9 55 3
9 56 1
9 57 1
9 58 3
9 59 2
9 60 3
9 61 3
9 62 2
9 63 1
9 64 2
9 65 2
9 66 1
9 67 1
9 68 2
9 69 2
9 70 3
9 71 2
9 72 1
9 73 2
9 74 2
9 75 3
9 76 3
9 77 2
9 78 3
9 79 1
9 80 2
9 81 3
9 82 3
9 83 2
9 84 3
9 85 1
9 86 3
9 87 2
9 88 1
9 89 3
9 90 3
9 91 1
9 92 1
9 93 2
9 94 1
9 95 3
9 96 1
9 97 3
9 98 3
9 99 2
9 100 1
10 11 3
10 12 6
10 13 6
10 14 5
10 15 5
10 16 3
10 17 4
10 18 3
10 19 6
10 20 3
10 21 4
10 22 5
10 23 6
10 24 4
10 25 6
10 26 4
10 27 5
10 28 4
10 29 3
10 30 4
10 31 6
10 32 4
10 33 6
10 34 4
10 35 6
10 36 3
10 37 5
10 38 5
10 39 6
10 40 3
10 41 5
10 42 5
10 43 4
10 44 5
10 45 3
10 46 4
10 47 6
10 48 6
10 49 3
10 50 5
10 51 3
10 52 3
10 53 3
10 54 3
10 55 2
10 56 2
10 57 3
10 58 3
10 59 1
10 60 3
10 61 1
10 62 2
10 63 1
10 64 1
10 65 2
10 66 1
10 67 1
10 68 3
10 69 1
10 70 3
10 71 1
10 72 2
10 73 3
10 74 2
10 75 3
10 76 1
10 77 2
10 78 3
10 79 2
10 80 2
10 81 3
10 82 1
10 83 1
10 84 1
10 85 3
10 86 3
10 87 2
10 88 3
10 89 2
10 90 3
10 91 3
10 92 1
10 93 2
10 94 3
10 95 2
10 96 1
10 97 3
10 98 1
10 99 1
10 100 3
11 12 4
11 13 4
11 14 3
11 15 6
11 16 4
11 17 4
11 18 4
11 19 6
11 20 3
11 21 5
11 22 5
11 23 4
11 24 4
11 25 5
11 26 4
11 27 6
11 28 4
11 29 4
11 30 4
11 31 6
11 32 4
11 33 4
11 34 4
11 35 5
11 36 5
11 37 6
11 38 3
11 39 5
11 40 3
11 41 4
11 42 3
11 43 3
11 44 5
11 45 4
11 46 5
11 47 5
11 48 3
11 49 6
11 50 6
11 51 2
11 52 3
11 53 3
11 54 1
11 55 1
11 56 2
11 57 1
11 58 1
11 59 1
11 60 1
11 61 3
11 62 1
11 63 3
11 64 2
11 65 2
11 66 2
11 67 1
11 68 2
11 69 1
11 70 2
11 71 2
11 72 3
11 73 1
11 74 2
11 75 2
11 76 1
11 77 2
11 78 3
11 79 2
11 80 1
11 81 3
11 82 3
11 83 3
11 84 2
11 85 2
11 86 2
11 87 3
11 88 1
11 89 3
11 90 2
11 91 3
11 92 2
11 93 2
11 94 2
11 95 2
11 96 2
11 97 1
11 98 3
11 99 1
11 100 2
12 13 3
12 14 4
12 15 4
12 16 3
12 17 4
12 18 3
12 19 5
12 20 5
12 21 6
12 22 4
12 23 5
12 24 3
12 25 5
12 26 4
12 27 5
12 28 6
12 29 5
12 30 5
12 31 3
12 32 5
12 33 5
12 34 6
12 35 3
12 36 4
12 37 4
12 38 6
12 39 3
12 40 5
12 41 4
12 42 4
12 43 4
12 44 4
12 45 6
12 46 5
12 47 6
12 48 6
12 49 5
12 50 3
12 51 2
12 52 2
12 53 3
12 54 2
12 55 2
12 56 2
12 57 3
12 58 2
12 59 3
12 60 3
12 61 3
12 62 3
12 63 3
12 64 1
12 65 2
12 66 1
12 67 1
12 68 1
12 69 3
12 70 3
12 71 2
12 72 2
12 73 1
12 74 2
12 75 3
12 76 3
12 77 3
12 78 3
12 79 1
12 80 1
12 81 2
12 82 2
12 83 2
12 84 3
12 85 1
12 86 3
12 87 1
12 88 3
12 89 2
12 90 3
12 91 1
12 92 1
12 93 1
12 94 3
12 95 3
12 96 2
12 97 1
12 98 2
12 99 3
12 100 2
13 14 3
13 15 3
13 16 5
13 17 6
13 18 6
13 19 6
13 20 5
13 21 4
13 22 3
13 23 5
13 24 6
13 25 4
13 26 6
13 27 3
13 28 5
13 29 4
13 30 4
13 31 3
13 32 4
13 33 5
13 34 6
13 35 6
13 36 6
13 37 3
13 38 3
13 39 4
13 40 6
13 41 3
13 42 5
13 43 4
13 44 5
13 45 5
13 46 5
13 47 3
13 48 6
13 49 3
13 50 4
13 51 3
13 52 1
13 53 1
13 54 2
13 55 1
13 56 3
13 57 3
13 58 1
13 59 3
13 60 1
13 61 2
13 62 2
13 63 1
13 64 2
13 65 1
13 66 1
13 67 3
13 68 1
13 69 3
13 70 1
13 71 3
13 72 1
13 73 1
13 74 1
13 75 3
13 76 1
13 77 3
13 78 2
13 79 2
13 80 3
13 81 1
13 82 2
13 83 3
13 84 3
13 85 3
13 86 3
13 87 3
13 88 1
13 89 1
13 90 1
13 91 2
13 92 1
13 93 3
13 94 1
13 95 2
13 96 3
13 97 3
13 98 2
13 99 3
13 100 2
14 15 6
14 16 4
14 17 4
14 18 5
14 19 6
14 20 5
14 21 4
14 22 3
14 23 4
14 24 4
14 25 4
14 26 6
14 27 6
14 28 5
14 29 6
14 30 5
14 31 6
14 32 5
14 33 4
14 34 6
14 35 3
14 36 4
14 37 5
14 38 3
14 39 4
14 40 5
14 41 5
14 42 3
14 43 6
14 44 3
14 45 5
14 46 6
14 47 6
14 48 3
14 49 5
14 50 5
14 51 2
14 52 2
14 53 3
14 54 1
14 55 3
14 56 1
14 57 3
14 58 2
14 59 2
14 60 1
14 61 1
14 62 1
14 63 1
14 64 1
14 65 3
14 66 2
14 67 3
14 68 3
14 69 3
14 70 1
14 71 3
14 72 1
14 73 3
14 74 1
14 75 1
14 76 1
14 77 2
14 78 2
14 79 3
14 80 1
14 81 2
14 82 2
14 83 1
14 84 3
14 85 2
14 86 3
14 87 3
14 88 1
14 89 3
14 90 3
14 91 3
14 92 2
14 93 3
14 94 1
14 95 2
14 96 3
14 97 2
14 98 2
14 99 1
14 100 1
15 16 4
15 17 5
15 18 6
15 19 6
15 20 4
15 21 3
15 22 5
15 23 6
15 24 6
15 25 5
15 26 6
15 27 5
15 28 4
15 29 6
15 30 3
15 31 3
15 32 4
15 33 4
15 34 6
15 35 6
15 36 5
15 37 6
15 38 5
15 39 4
15 40 6
15 41 3
15 42 3
15 43 3
15 44 3
15 45 4
15 46 5
15 47 5
15 48 5
15 49 4
15 50 3
15 51 1
15 52 1
15 53 1
15 54 2
15 55 1
15 56 1
15 57 1
15 58 3
15 59 2
15 60 2
15 61 3
15 62 2
15 63 3
15 64 3
15 65 2
15 66 2
15 67 2
15 68 3
15 69 3
15 70 3
15 71 1
15 72 3
15 73 1
15 74 2
15 75 1
15 76 1
15 77 1
15 78 3
15 79 3
15 80 2
15 81 2
15 82 3
15 83 3
15 84 3
15 85 3
15 86 1
15 87 3
15 88 1
15 89 3
15 90 3
15 91 2
15 92 3
15 93 2
15 94 3
15 95 1
15 96 1
15 97 1
15 98 2
15 99 2
15 100 1
16 17 3
16 18 4
16 19 4
16 20 4
16 21 6
16 22 6
16 23 6
16 24 3
16 25 4
16 26 5
16 27 6
16 28 3
16 29 3
16 30 6
16 31 4
16 32 3
16 33 3
16 34 6
16 35 6
16 36 3
16 37 4
16 38 5
16 39 4
16 40 4
16 41 6
16 42 6
16 43 4
16 44 6
16 45 6
16 46 5
16 47 5
16 48 4
16 49 5
16 50 3
16 51 3
16 52 3
16 53 2
16 54 3
16 55 3
16 56 2
16 57 3
16 58 3
16 59 2
16 60 2
16 61 3
16 62 3
16 63 3
16 64 3
16 65 1
16 66 3
16 67 3
16 68 2
16 69 3
16 70 3
16 71 3
16 72 1
16 73 1
16 74 1
16 75 3
16 76 1
16 77 1
16 78 2
16 79 3
16 80 2
16 81 1
16 82 2
16 83 1
16 84 2
16 85 1
16 86 1
16 87 1
16 88 1
16 89 3
16 90 3
16 91 1
16 92 1
16 93 1
16 94 1
16 95 1
16 96 3
16 97 1
16 98 1
16 99 2
16 100 3
17 18 3
17 19 6
17 20 6
17 21 3
17 22 6
17 23 3
17 24 3
17 25 6
17 26 4
17 27 3
17 28 3
17 29 3
17 30 3
17 31 5
17 32 3
17 33 5
17 34 6
17 35 3
17 36 3
17 37 3
17 38 6
17 39 6
17 40 5
17 41 4
17 42 6
17 43 4
17 44 5
17 45 6
17 46 6
17 47 6
17 48 3
17 49 3
17 50 6
17 51 1
17 52 2
17 53 3
17 54 3
17 55 3
17 56 2
17 57 2
17 58 3
17 59 1
17 60 3
17 61 1
17 62 2
17 63 2
17 64 1
17 65 2
17 66 2
17 67 2
17 68 2
17 69 2
17 70 1
17 71 1
17 72 1
17 73 1
17 74 2
17 75 1
17 76 1
17 77 3
17 78 1
17 79 3
17 80 2
17 81 1
17 82 3
17 83 1
17 84 3
17 85 2
17 86 1
17 87 3
17 88 3
17 89 2
17 90 3
17 91 3
17 92 3
17 93 3
17 94 3
17 95 1
17 96 2
17 97 1
17 98 2
17 99 3
17 100 2
18 19 6
18 20 6
18 21 3
18 22 4
18 23 6
18 24 6
18 25 3
18 26 6
18 27 6
18 28 3
18 29 3
18 30 3
18 31 5
18 32 4
18 33 6
18 34 6
18 35 3
18 36 5
18 37 5
18 38 3
18 39 6
18 40 4
18 41 3
18 42 3
18 43 3
18 44 3
18 45 5
18 46 3
18 47 4
18 48 5
18 49 3
18 50 4
18 51 1
18 52 2
18 53 3
18 54 2
18 55 1
18 56 3
18 57 2
18 58 2
18 59 2
18 60 3
18 61 3
18 62 3
18 63 1
18 64 3
18 65 1
18 66 1
18 67 2
18 68 1
18 69 3
18 70 3
18 71 2
18 72 3
18 73 2
18 74 1
18 75 2
18 76 2
18 77 1
18 78 1
18 79 3
18 80 2
18 81 1
18 82 3
18 83 3
18 84 1
18 85 3
18 86 2
18 87 3
18 88 2
18 89 3
18 90 1
18 91 1
18 92 1
18 93 3
18 94 3
18 95 3
18 96 1
18 97 2
18 98 1
18 99 1
18 100 2
19 20 4
19 21 3
19 22 6
19 23 6
19 24 5
19 25 3
19 26 3
19 27 3
19 28 6
19 29 3
19 30 6
19 31 5
19 32 6
19 33 5
19 34 4
19 35 6
19 36 3
19 37 3
19 38 5
19 39 4
19 40 3
19 41 6
19 42 3
19 43 4
19 44 5
19 45 4
19 46 5
19 47 6
19 48 3
19 49 3
19 50 4
19 51 2
19 52 1
19 53 1
19 54 3
19 55 3
19 56 3
19 57 2
19 58 2
19 59 1
19 60 2
19 61 3
19 62 3
19 63 3
19 64 2
19 65 2
19 66 2
19 67 1
19 68 2
19 69 3
19 70 2
19 71 3
19 72 3
19 73 2
19 74 2
19 75 3
19 76 2
19 77 3
19 78 3
19 79 1
19 80 1
19 81 1
19 82 2
19 83 3
19 84 1
19 85 3
19 86 3
19 87 3
19 88 3
19 89 3
19 90 3
19 91 2
19 92 2
19 93 1
19 94 2
19 95 2
19 96 1
19 97 1
19 98 2
19 99 3
19 100 1
20 21 5
20 22 3
20 23 4
20 24 6
20 25 5
20 26 3
20 27 3
20 28 6
20 29 6
20 30 4
20 31 4
20 32 5
20 33 3
20 34 6
20 35 4
20 36 4
20 37 4
20 38 4
20 39 6
20 40 4
20 41 5
20 42 3
20 43 6
20 44 6
20 45 3
20 46 4
20 47 5
20 48 3
20 49 4
20 50 5
20 51 3
20 52 2
20 53 2
20 54 3
20 55 1
20 56 2
20 57 1
20 58 1
20 59 3
20 60 3
20 61 2
20 62 3
20 63 1
20 64 1
20 65 2
20 66 2
20 67 1
20 68 1
20 69 3
20 70 2
20 71 2
20 72 1
20 73 3
20 74 3
20 75 3
20 76 2
20 77 2
20 78 2
20 79 3
20 80 1
20 81 2
20 82 3
20 83 1
20 84 1
20 85 1
20 86 1
20 87 1
20 88 1
20 89 3
20 90 3
20 91 1
20 92 3
20 93 3
20 94 1
20 95 3
20 96 3
20 97 1
20 98 2
20 99 3
20 100 2
21 22 5
21 23 6
21 24 6
21 25 3
21 26 4
21 27 3
21 28 4
21 29 5
21 30 3
21 31 6
21 32 5
21 33 5
21 34 5
21 35 4
21 36 3
21 37 3
21 38 5
21 39 6
21 40 6
21 41 5
21 42 6
21 43 4
21 44 5
21 45 3
21 46 4
21 47 4
21 48 5
21 49 5
21 50 5
21 51 2
21 52 2
21 53 3
21 54 2
21 55 1
21 56 2
21 57 3
21 58 3
21 59 2
21 60 2
21 61 3
21 62 3
21 63 3
21 64 2
21 65 2
21 66 1
21 67 2
21 68 3
21 69 1
21 70 3
21 71 1
21 72 3
21 73 3
21 74 3
21 75 1
21 76 1
21 77 1
21 78 2
21 79 1
21 80 1
21 81 3
21 82 1
21 83 3
21 84 1
21 85 3
21 86 3
21 87 3
21 88 3
21 89 2
21 90 2
21 91 1
21 92 2
21 93 3
21 94 3
21 95 1
21 96 3
21 97 3
21 98 1
21 99 3
21 100 1
22 23 3
22 24 3
22 25 5
22 26 3
22 27 3
22 28 4
22 29 5
22 30 4
22 31 6
22 32 4
22 33 4
22 34 3
22 35 4
22 36 5
22 37 3
22 38 6
22 39 6
22 40 6
22 41 6
22 42 6
22 43 6
22 44 4
22 45 4
22 46 4
22 47 6
22 48 3
22 49 3
22 50 5
22 51 3
22 52 1
22 53 2
22 54 2
22 55 3
22 56 2
22 57 1
22 58 3
22 59 3
22 60 1
22 61 1
22 62 3
22 63 1
22 64 1
22 65 1
22 66 3
22 67 3
22 68 3
22 69 1
22 70 1
22 71 1
22 72 3
22 73 3
22 74 3
22 75 3
22 76 2
22 77 2
22 78 2
22 79 2
22 80 2
22 81 2
22 82 2
22 83 1
22 84 1
22 85 3
22 86 2
22 87 2
22 88 3
22 89 2
22 90 2
22 91 2
22 92 1
22 93 1
22 94 1
22 95 3
22 96 3
22 97 1
22 98 1
22 99 3
22 100 3
23 24 5
23 25 3
23 26 4
23 27 3
23 28 5
23 29 4
23 30 4
23 31 4
23 32 3
23 33 6
23 34 6
23 35 5
23 36 3
23 37 4
23 38 4
23 39 3
23 40 5
23 41 3
23 42 4
23 43 5
23 44 4
23 45 5
23 46 6
23 47 6
23 48 6
23 49 3
23 50 5
23 51 3
23 52 3
23 53 3
23 54 1
23 55 3
23 56 3
23 57 1
23 58 1
23 59 1
23 60 3
23 61 2
23 62 2
23 63 3
23 64 1
23 65 2
23 66 2
23 67 3
23 68 1
23 69 2
23 70 2
23 71 1
23 72 2
23 73 1
23 74 1
23 75 3
23 76 1
23 77 3
23 78 3
23 79 3
23 80 1
23 81 1
23 82 3
23 83 3
23 84 3
23 85 3
23 86 1
23 87 2
23 88 1
23 89 2
23 90 2
23 91 1
23 92 1
23 93 2
23 94 2
23 95 2
23 96 1
23 97 3
23 98 1
23 99 2
23 100 1
24 25 4
24 26 4
24 27 5
24 28 6
24 29 3
24 30 4
24 31 4
24 32 4
24 33 5
24 34 3
24 35 3
24 36 4
24 37 3
24 38 6
24 39 5
24 40 5
24 41 6
24 42 5
24 43 4
24 44 3
24 45 3
24 46 4
24 47 5
24 48 6
24 49 4
24 50 4
24 51 1
24 52 2
24 53 1
24 54 3
24 55 3
24 56 1
24 57 2
24 58 3
24 59 2
24 60 2
24 61 3
24 62 2
24 63 1
24 64 3
24 65 3
24 66 3
24 67 3
24 68 3
24 69 3
24 70 1
24 71 3
24 72 2
24 73 2
24 74 3
24 75 2
24 76 2
24 77 3
24 78 1
24 79 1
24 80 3
24 81 2
24 82 1
24 83 3
24 84 3
24 85 2
24 86 2
24 87 2
24 88 2
24 89 3
24 90 1
24 91 2
24 92 3
24 93 2
24 94 3
24 95 2
24 96 3
24 97 1
24 98 3
24 99 2
24 100 3
25 26 5
25 27 5
25 28 4
25 29 3
25 30 3
25 31 3
25 32 3
25 33 6
25 34 5
25 35 4
25 36 3
25 37 6
25 38 3
25 39 5
25 40 5
25 41 5
25 42 4
25 43 4
25 44 4
25 45 6
25 46 6
25 47 4
25 48 5
25 49 6
25 50 5
25 51 2
25 52 3
25 53 1
25 54 3
25 55 3
25 56 1
25 57 3
25 58 2
25 59 2
25 60 2
25 61 1
25 62 3
25 63 2
25 64 2
25 65 1
25 66 3
25 67 2
25 68 1
25 69 1
25 70 1
25 71 1
25 72 2
25 73 2
25 74 1
25 75 2
25 76 2
25 77 1
25 78 2
25 79 3
25 80 1
25 81 1
25 82 1
25 83 2
25 84 2
25 85 3
25 86 2
25 87 3
25 88 1
25 89 2
25 90 3
25 91 2
25 92 1
25 93 1
25 94 1
25 95 3
25 96 3
25 97 3
25 98 3
25 99 1
25 100 3
26 27 5
26 28 5
26 29 5
26 30 4
26 31 3
26 32 6
26 33 6
26 34 4
26 35 6
26 36 3
26 37 4
26 38 4
26 39 4
26 40 4
26 41 4
26 42 4
26 43 5
26 44 5
26 45 5
26 46 3
26 47 3
26 48 4
26 49 5
26 50 6
26 51 2
26 52 1
26 53 3
26 54 2
26 55 2
26 56 3
26 57 1
26 58 1
26 59 3
26 60 3
26 61 1
26 62 3
26 63 3
26 64 3
26 65 3
26 66 3
26 67 2
26 68 3
26 69 2
26 70 3
26 71 2
26 72 3
26 73 2
26 74 2
26 75 3
26 76 1
26 77 3
26 78 1
26 79 3
26 80 1
26 81 3
26 82 1
26 83 2
26 84 1
26 85 1
26 86 3
26 87 1
26 88 3
26 89 3
26 90 1
26 91 2
26 92 1
26 93 3
26 94 1
26 95 2
26 96 1
26 97 2
26 98 3
26 99 1
26 100 2
27 28 3
27 29 4
27 30 5
27 31 3
27 32 4
27 33 4
27 34 3
27 35 6
27 36 6
27 37 4
27 38 4
27 39 6
27 40 3
27 41 3
27 42 6
27 43 5
27 44 5
27 45 4
27 46 5
27 47 3
27 48 6
27 49 6
27 50 6
27 51 3
27 52 2
27 53 2
27 54 2
27 55 2
27 56 2
27 57 2
27 58 2
27 59 1
27 60 1
27 61 1
27 62 3
27 63 1
27 64 1
27 65 3
27 66 2
27 67 3
27 68 3
27 69 1
27 70 1
27 71 2
27 72 1
27 73 3
27 74 2
27 75 1
27 76 2
27 77 3
27 78 3
27 79 3
27 80 3
27 81 3
27 82 2
27 83 3
27 84 3
27 85 3
27 86 1
27 87 1
27 88 3
27 89 1
27 90 2
27 91 1
27 92 1
27 93 1
27 94 2
27 95 1
27 96 3
27 97 1
27 98 1
27 99 3
27 100 1
28 29 3
28 30 5
28 31 5
28 32 6
28 33 6
28 34 4
28 35 4
28 36 6
28 37 4
28 38 6
